,word,norm_place
11039,thendomincan,[0.9473684210526315]
11040,theo,"[0.3, 0.3333333333333333, 0.38461538461538464, 0.42857142857142855, 0.5, 0.6]"
11041,theoretically,[0.20149253731343283]
11042,theory,[1.0]
11043,thera,[0.4]
11044,there,"[0.07142857142857142, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333, 0.08333333333333333, 0.08695652173913043, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.1, 0.1, 0.1, 0.1, 0.10526315789473684, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.11764705882352941, 0.125, 0.125, 0.125, 0.13043478260869565, 0.13114754098360656, 0.13636363636363635, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.15, 0.15, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15789473684210525, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.17391304347826086, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.1875, 0.1875, 0.1875, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.21428571428571427, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.23076923076923078, 0.23076923076923078, 0.23529411764705882, 0.24, 0.24, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25925925925925924, 0.2608695652173913, 0.26666666666666666, 0.2702702702702703, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2786885245901639, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.3, 0.3, 0.3, 0.3, 0.3076923076923077, 0.3076923076923077, 0.3103448275862069, 0.3125, 0.3225806451612903, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.34782608695652173, 0.35555555555555557, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.35714285714285715, 0.36363636363636365, 0.36363636363636365, 0.36363636363636365, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.38461538461538464, 0.38461538461538464, 0.3888888888888889, 0.3888888888888889, 0.3888888888888889, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.44, 0.4444444444444444, 0.4444444444444444, 0.45161290322580644, 0.45454545454545453, 0.45454545454545453, 0.45454545454545453, 0.47058823529411764, 0.47058823529411764, 0.47058823529411764, 0.47368421052631576, 0.4782608695652174, 0.48, 0.4827586206896552, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.52, 0.52, 0.52, 0.5217391304347826, 0.5238095238095238, 0.5333333333333333, 0.5384615384615384, 0.5454545454545454, 0.5454545454545454, 0.55, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5625, 0.5625, 0.5625, 0.5625, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5769230769230769, 0.5833333333333334, 0.5833333333333334, 0.5882352941176471, 0.5882352941176471, 0.5882352941176471, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6086956521739131, 0.6153846153846154, 0.6153846153846154, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.631578947368421, 0.631578947368421, 0.6333333333333333, 0.6363636363636364, 0.6363636363636364, 0.64, 0.64, 0.6428571428571429, 0.6470588235294118, 0.6557377049180327, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6721311475409836, 0.673469387755102, 0.68, 0.6833333333333333, 0.6875, 0.6923076923076923, 0.6923076923076923, 0.6923076923076923, 0.6976744186046512, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7049180327868853, 0.7058823529411765, 0.7096774193548387, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7272727272727273, 0.7333333333333333, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.7619047619047619, 0.7647058823529411, 0.7647058823529411, 0.7666666666666667, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.7857142857142857, 0.7857142857142857, 0.7857142857142857, 0.7894736842105263, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8125, 0.8148148148148148, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8214285714285714, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8378378378378378, 0.8387096774193549, 0.8461538461538461, 0.8461538461538461, 0.85, 0.8529411764705882, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8666666666666667, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.88, 0.88, 0.8823529411764706, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.9, 0.9, 0.9, 0.9047619047619048, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9166666666666666, 0.9166666666666666, 0.918918918918919, 0.9230769230769231, 0.9230769230769231, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9375, 0.9411764705882353, 0.9411764705882353, 0.9565217391304348, 0.9664179104477612, 0.9666666666666667, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
11045,theres,"[0.058823529411764705, 0.058823529411764705, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.125, 0.125, 0.15, 0.15384615384615385, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.2, 0.2, 0.2, 0.2, 0.21428571428571427, 0.2222222222222222, 0.25, 0.25, 0.25, 0.25, 0.2727272727272727, 0.2857142857142857, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.35714285714285715, 0.3888888888888889, 0.4166666666666667, 0.42857142857142855, 0.5, 0.5, 0.5, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.6153846153846154, 0.6363636363636364, 0.6666666666666666, 0.7857142857142857, 0.8461538461538461, 0.8666666666666667]"
11046,there’ll,[0.42857142857142855]
11047,there’s,"[0.1, 0.1111111111111111, 0.375, 0.4444444444444444, 0.5, 0.6, 0.6190476190476191, 0.7692307692307693]"
11048,these,"[0.125, 0.17391304347826086, 0.2, 0.23529411764705882, 0.25, 0.2857142857142857, 0.2857142857142857, 0.3, 0.3333333333333333, 0.375, 0.38461538461538464, 0.4, 0.4, 0.4444444444444444, 0.44776119402985076, 0.5, 0.5, 0.5, 0.53125, 0.5384615384615384, 0.5555555555555556, 0.6, 0.625, 0.625, 0.6666666666666666, 0.7142857142857143, 0.75, 0.7619047619047619, 0.8333333333333334, 0.8333333333333334, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.875, 0.8888888888888888, 0.9333333333333333, 0.9444444444444444, 0.95, 1.0, 1.0]"
11049,theta,"[0.21052631578947367, 0.25, 0.2857142857142857, 0.3157894736842105, 0.391304347826087, 0.4, 0.4375, 0.4375, 0.5, 0.5, 0.5, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6, 0.6, 0.625, 0.6428571428571429, 0.6666666666666666, 0.6666666666666666, 0.6842105263157895, 0.76, 0.782608695652174, 0.8, 0.8181818181818182, 0.84, 0.9285714285714286, 0.9285714285714286, 0.9333333333333333, 0.9375, 0.9375, 0.9473684210526315, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0]"
11050,thetas,"[0.21428571428571427, 0.23529411764705882, 0.5789473684210527, 0.6111111111111112, 0.8484848484848485, 0.8484848484848485, 1.0, 1.0]"
11051,theta’s,"[0.2857142857142857, 0.7272727272727273, 0.7333333333333333]"
11052,they,"[0.038461538461538464, 0.06666666666666667, 0.07692307692307693, 0.08, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.09523809523809523, 0.1, 0.1, 0.1, 0.10526315789473684, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.11764705882352941, 0.11764705882352941, 0.12313432835820895, 0.125, 0.125, 0.13636363636363635, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.15789473684210525, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.17857142857142858, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.1875, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.21428571428571427, 0.21428571428571427, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2268041237113402, 0.22727272727272727, 0.22950819672131148, 0.23529411764705882, 0.24675324675324675, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.26666666666666666, 0.2682926829268293, 0.2692307692307692, 0.2692307692307692, 0.2727272727272727, 0.2727272727272727, 0.2777777777777778, 0.2777777777777778, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.3, 0.3, 0.3, 0.3, 0.30434782608695654, 0.30434782608695654, 0.3076923076923077, 0.3076923076923077, 0.3125, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.35, 0.35714285714285715, 0.36363636363636365, 0.36363636363636365, 0.37037037037037035, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.391304347826087, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4166666666666667, 0.4166666666666667, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.4418604651162791, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.4482758620689655, 0.46153846153846156, 0.4642857142857143, 0.4666666666666667, 0.47058823529411764, 0.47619047619047616, 0.48148148148148145, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5185185185185185, 0.52, 0.5294117647058824, 0.5384615384615384, 0.5416666666666666, 0.5454545454545454, 0.5454545454545454, 0.5531914893617021, 0.5555555555555556, 0.5555555555555556, 0.56, 0.5625, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5833333333333334, 0.5833333333333334, 0.5862068965517241, 0.5862068965517241, 0.5876288659793815, 0.5882352941176471, 0.59375, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6052631578947368, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6190476190476191, 0.625, 0.625, 0.625, 0.625, 0.631578947368421, 0.6363636363636364, 0.6428571428571429, 0.6428571428571429, 0.6451612903225806, 0.65, 0.6538461538461539, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6818181818181818, 0.6842105263157895, 0.6842105263157895, 0.6857142857142857, 0.6896551724137931, 0.6923076923076923, 0.6923076923076923, 0.6923076923076923, 0.6956521739130435, 0.7, 0.7058823529411765, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7272727272727273, 0.7272727272727273, 0.7307692307692307, 0.7307692307692307, 0.7333333333333333, 0.7333333333333333, 0.7333333333333333, 0.7368421052631579, 0.7380952380952381, 0.7402597402597403, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.7619047619047619, 0.7631578947368421, 0.7647058823529411, 0.7647058823529411, 0.7647058823529411, 0.7692307692307693, 0.7727272727272727, 0.7777777777777778, 0.7777777777777778, 0.782608695652174, 0.782608695652174, 0.7857142857142857, 0.7857142857142857, 0.7916666666666666, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8076923076923077, 0.8125, 0.8181818181818182, 0.8235294117647058, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8387096774193549, 0.8387096774193549, 0.84, 0.8421052631578947, 0.8421052631578947, 0.8461538461538461, 0.8461538461538461, 0.875, 0.875, 0.875, 0.88, 0.8846153846153846, 0.8888888888888888, 0.9, 0.9047619047619048, 0.9090909090909091, 0.9230769230769231, 0.9230769230769231, 0.925, 0.9285714285714286, 0.9354838709677419, 0.9583333333333334, 0.96875]"
11053,they’ll,"[0.08333333333333333, 0.09523809523809523, 0.14285714285714285, 0.25, 0.75, 0.8461538461538461]"
11054,they’re,"[0.25, 0.4]"
11055,they’ve,"[0.125, 0.14285714285714285, 0.16666666666666666, 0.6153846153846154, 0.9428571428571428]"
11056,thickens,[1.0]
11057,thihkn,[0.8333333333333334]
11058,thiking,[0.8333333333333334]
11059,thing,"[0.11538461538461539, 0.125, 0.125, 0.12903225806451613, 0.12903225806451613, 0.13043478260869565, 0.13793103448275862, 0.15384615384615385, 0.15384615384615385, 0.15789473684210525, 0.16393442622950818, 0.17391304347826086, 0.2222222222222222, 0.2222222222222222, 0.23076923076923078, 0.23076923076923078, 0.23333333333333334, 0.25, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.3, 0.3076923076923077, 0.3076923076923077, 0.3157894736842105, 0.3225806451612903, 0.3225806451612903, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.34782608695652173, 0.34782608695652173, 0.36363636363636365, 0.3684210526315789, 0.375, 0.375, 0.38461538461538464, 0.3870967741935484, 0.391304347826087, 0.391304347826087, 0.4, 0.4, 0.4, 0.4, 0.4166666666666667, 0.425, 0.42857142857142855, 0.43478260869565216, 0.4375, 0.4444444444444444, 0.4444444444444444, 0.4444444444444444, 0.45454545454545453, 0.47058823529411764, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5238095238095238, 0.5333333333333333, 0.5333333333333333, 0.5384615384615384, 0.5384615384615384, 0.5454545454545454, 0.55, 0.5555555555555556, 0.56, 0.5652173913043478, 0.5666666666666667, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5789473684210527, 0.5789473684210527, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6086956521739131, 0.625, 0.625, 0.625, 0.625, 0.6363636363636364, 0.6363636363636364, 0.65, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6818181818181818, 0.6875, 0.6896551724137931, 0.7, 0.7, 0.7, 0.7, 0.7058823529411765, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7222222222222222, 0.7222222222222222, 0.7272727272727273, 0.7272727272727273, 0.7333333333333333, 0.75, 0.75, 0.75, 0.7647058823529411, 0.7741935483870968, 0.7777777777777778, 0.7777777777777778, 0.7857142857142857, 0.7941176470588235, 0.8, 0.8, 0.8, 0.8, 0.8125, 0.8181818181818182, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8461538461538461, 0.8571428571428571, 0.875, 0.875, 0.875, 0.8888888888888888, 0.8888888888888888, 0.8947368421052632, 0.9, 0.9, 0.9, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9166666666666666, 0.9230769230769231, 0.9333333333333333, 0.9375, 0.9411764705882353, 0.9545454545454546, 0.9583333333333334, 0.9583333333333334, 0.9629629629629629, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
11060,things,"[0.13636363636363635, 0.3125, 0.3181818181818182, 0.3333333333333333, 0.4, 0.4117647058823529, 0.4444444444444444, 0.45454545454545453, 0.5, 0.5714285714285714, 0.6153846153846154, 0.625, 0.6428571428571429, 0.6666666666666666, 0.7142857142857143, 0.7586206896551724, 0.8333333333333334, 0.85, 0.8666666666666667, 0.875, 0.875, 0.875, 0.90625, 0.9473684210526315, 1.0, 1.0, 1.0, 1.0]"
11061,thingy,"[0.19047619047619047, 0.4, 0.5882352941176471, 0.7692307692307693, 1.0]"
